_id,business_name,group,current_category,current_categories,current_display_categories,proposed_display_categories,source_field,source_value,exact_mapping_rule,confidence,public_search_fields_before,projected_public_search_eligibility_after,manual_review_required,why_public_or_not
"67c9ead1818d604b84e5a635","Sugarjones Los Angeles","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""sugarjones-los-angeles"",""slug"":null,""isComplete"":false,""completenessScore"":56,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Sugarjones Los Angeles"",""address"":""Los Angeles, CA 91607"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67c9ead1818d604b84e5a636","Sumptuous African Restaurant Inglewood","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""sumptuous-african-restaurant-inglewood"",""slug"":null,""isComplete"":false,""completenessScore"":56,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Sumptuous African Restaurant Inglewood"",""address"":""1170 S La Brea Ave Inglewood, CA 90301"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67f73dec1d08a04e139a9e15","","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""jay-bees-bar-b-q-gardena-3"",""slug"":null,""isComplete"":false,""completenessScore"":56,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":"""",""address"":""15911 S Avalon Blvd Gardena, CA 90247"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67f73dec1d08a04e139a9e16","","remaining","","Services","Services","","","","","","{""status"":""pending"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":false,""completenessScore"":22,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":"""",""address"":"""",""city"":"""",""state"":""""}","unchanged","false","status_not_public|missing_alias_or_slug|incomplete_listing"
"67f73dec1d08a04e139a9c57","sugah rush bar","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":false,""completenessScore"":56,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""sugah rush bar"",""address"":""Los Angeles, CA 90250"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|missing_alias_or_slug|incomplete_listing"
"67f73dec1d08a04e139a9dde","","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""flavors-from-afar-los-angeles-2"",""slug"":null,""isComplete"":false,""completenessScore"":44,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":"""",""address"":""1046 S Fairfax Los Angeles, CA 90019"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67f73dec1d08a04e139a9c63","the corner 10th's bbq","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""the corner 10th's bbq"",""address"":""3200 E 10th St Long Beach, CA 90804"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|missing_alias_or_slug|incomplete_listing"
"67f73dec1d08a04e139a9e30","","remaining","","Shopping","Shopping","","","","","","{""status"":""pending"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":false,""completenessScore"":44,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":"""",""address"":""4193 Redondo Beach Blvd. Lawndale, CA 90260"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|missing_alias_or_slug|incomplete_listing"
"67f73dec1d08a04e139a9dca","","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""darrows-new-orleans-grill-carson"",""slug"":null,""isComplete"":false,""completenessScore"":44,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":"""",""address"":""21720 Avalon Blvd Ste 102B Carson, CA 90745"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67f73dec1d08a04e139a9e0c","","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""island-to-table-patty-hut-los-angeles"",""slug"":null,""isComplete"":false,""completenessScore"":56,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":"""",""address"":""788 S Grand Ave Los angeles, CA 90017"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67f73dec1d08a04e139a9c90","tisket a tasket","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""tisket a tasket"",""address"":""3850 W Slauson Ave Los Angeles, CA 90043"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|missing_alias_or_slug|incomplete_listing"
"67c9ead1818d604b84e5a63c","Taco Mell Catering Los Angeles 2","remaining","","Restaurants","Restaurants","","","","","","{""status"":""approved"",""approved"":null,""alias"":""taco-mell-catering-los-angeles-2"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Taco Mell Catering Los Angeles 2"",""address"":""4326 Crenshaw Blvd Los Angeles, CA 90008"",""city"":"""",""state"":""CA""}","unchanged","false","incomplete_listing"
"67c9ead1818d604b84e5a643","","remaining","","Shopping","Shopping","","","","","","{""status"":""pending"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":false,""completenessScore"":22,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":"""",""address"":"""",""city"":"""",""state"":""""}","unchanged","false","status_not_public|missing_alias_or_slug|incomplete_listing"
"67f73dec1d08a04e139a9c9c","waraire boswell","remaining","","Shopping","Shopping","","","","","","{""status"":""pending"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":false,""completenessScore"":44,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""waraire boswell"",""address"":"""",""city"":"""",""state"":""""}","unchanged","false","status_not_public|missing_alias_or_slug|incomplete_listing"
"67c9ead1818d604b84e5a63b","Tacos Negros Los Angeles","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""tacos-negros-los-angeles"",""slug"":null,""isComplete"":false,""completenessScore"":44,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Tacos Negros Los Angeles"",""address"":""5583 W Pico Blvd Los Angeles, CA 90019"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67c9ead1818d604b84e5a638","California Acrylic Design Los Angeles","remaining","","Shopping","Shopping","","","","","","{""status"":""approved"",""approved"":null,""alias"":""california-acrylic-design-los-angeles"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""California Acrylic Design Los Angeles"",""address"":""3121 W Jefferson Blvd Los Angeles, CA 90018"",""city"":"""",""state"":""CA""}","unchanged","false","incomplete_listing"
"67c9ead1818d604b84e5a648","The Dw Cookie Co Santa Clarita 2","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""the-dw-cookie-co-santa-clarita-2"",""slug"":null,""isComplete"":false,""completenessScore"":56,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""The Dw Cookie Co Santa Clarita 2"",""address"":""18962 Soledad Canyon Rd Santa Clarita, CA 91351"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67c9ead1818d604b84e5a645","The Boujie Crab Long Beach","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""the-boujie-crab-long-beach"",""slug"":null,""isComplete"":false,""completenessScore"":56,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""The Boujie Crab Long Beach"",""address"":""1002 E South St Long Beach, CA 90805"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67c9ead1818d604b84e5a642","The Barber Shop Club Los Angeles","remaining","","Beauty, Grooming and Personal Care","Beauty, Grooming and Personal Care","","","","","","{""status"":""approved"",""approved"":null,""alias"":""the-barber-shop-club-los-angeles"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""The Barber Shop Club Los Angeles"",""address"":""3610 W 6th St Los Angeles, CA 90020"",""city"":"""",""state"":""CA""}","unchanged","false","incomplete_listing"
"67c9ead1818d604b84e5a63e","The Original Texas Barbecue King Los Angeles 2","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""the-original-texas-barbecue-king-los-angeles-2"",""slug"":null,""isComplete"":false,""completenessScore"":56,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""The Original Texas Barbecue King Los Angeles 2"",""address"":""5309 S Vermont Ave Los Angeles, CA 90037"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67c9ead1818d604b84e5a640","Tanjee Bakes Long Beach","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""tanjee-bakes-long-beach"",""slug"":null,""isComplete"":false,""completenessScore"":56,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Tanjee Bakes Long Beach"",""address"":""Long Beach, CA 90805"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67c9ead1818d604b84e5a646","The Cardio Grind Tarzana 3","remaining","","Gym, Fitness Health and Wellness","Gym, Fitness Health and Wellness","","","","","","{""status"":""approved"",""approved"":null,""alias"":""the-cardio-grind-tarzana-3"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""The Cardio Grind Tarzana 3"",""address"":""18529 Burbank Blvd Tarzana, CA 91356"",""city"":"""",""state"":""CA""}","unchanged","false","incomplete_listing"
"67c9ead1818d604b84e5a650","","remaining","","Shopping","Shopping","","","","","","{""status"":""pending"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":false,""completenessScore"":22,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":"""",""address"":"""",""city"":"""",""state"":""""}","unchanged","false","status_not_public|missing_alias_or_slug|incomplete_listing"
"67c9ead1818d604b84e5a64b","The Juice Los Angeles","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""the-juice-los-angeles"",""slug"":null,""isComplete"":false,""completenessScore"":56,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""The Juice Los Angeles"",""address"":""3145 Glendale Blvd Los Angeles, CA 90039"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67c9ead1818d604b84e5a651","","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":false,""completenessScore"":22,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":"""",""address"":"""",""city"":"""",""state"":""""}","unchanged","false","status_not_public|missing_alias_or_slug|incomplete_listing"
"67c9ead1818d604b84e5a652","","remaining","","Shopping","Shopping","","","","","","{""status"":""pending"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":false,""completenessScore"":22,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":"""",""address"":"""",""city"":"""",""state"":""""}","unchanged","false","status_not_public|missing_alias_or_slug|incomplete_listing"
"67c9ead1818d604b84e5a64c","The Jyim Los Angeles","remaining","","Gym, Fitness Health and Wellness","Gym, Fitness Health and Wellness","","","","","","{""status"":""approved"",""approved"":null,""alias"":""the-jyim-los-angeles"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""The Jyim Los Angeles"",""address"":""1855 Industrial St Ste 104 Los Angeles, CA 90021"",""city"":"""",""state"":""CA""}","unchanged","false","incomplete_listing"
"67c9ead1818d604b84e5a654","The Memphis Grill Los Angeles 2","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""the-memphis-grill-los-angeles-2"",""slug"":null,""isComplete"":false,""completenessScore"":56,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""The Memphis Grill Los Angeles 2"",""address"":""5759 Lankershim Blvd Los Angeles, CA 91601"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67c9ead1818d604b84e5a653","T And T Lifestyle Los Angeles","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""t-and-t-lifestyle-los-angeles"",""slug"":null,""isComplete"":false,""completenessScore"":56,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""T And T Lifestyle Los Angeles"",""address"":""11419 Santa Monica Blvd Los Angeles, CA 90025"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67c9ead1818d604b84e5a64a","The Girl Cave La Beauty Supply Los Angeles","remaining","","Beauty, Grooming and Personal Care","Beauty, Grooming and Personal Care","","","","","","{""status"":""approved"",""approved"":null,""alias"":""the-girl-cave-la-beauty-supply-los-angeles"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""The Girl Cave La Beauty Supply Los Angeles"",""address"":""1855 W Manchester Ave Ste 103 Los Angeles, CA 90047"",""city"":"""",""state"":""CA""}","unchanged","false","incomplete_listing"
"67f73dec1d08a04e139a9d09","","remaining","","Nail Technicians","Beauty, Grooming and Personal Care","","","","","","{""status"":""pending"",""approved"":null,""alias"":""slay-my-set-pasadena-4"",""slug"":null,""isComplete"":false,""completenessScore"":56,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":"""",""address"":""Pasadena, CA 90037"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67f73dec1d08a04e139a9db5","","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""cobblermania-los-angeles"",""slug"":null,""isComplete"":false,""completenessScore"":44,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":"""",""address"":""8300 S Western Ave Golden Bird Los Angeles, CA 90047"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67f73dec1d08a04e139a9d26","","remaining","","Hair Stylists","Beauty, Grooming and Personal Care","","","","","","{""status"":""pending"",""approved"":null,""alias"":""a-curly-walk-studio-downey"",""slug"":null,""isComplete"":false,""completenessScore"":56,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":"""",""address"":""306 Stonewood St, Studio 30, Stonewood Center, Downey, CA 90241"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67f73dec1d08a04e139a9d44","","remaining","","Barbershop","Beauty, Grooming and Personal Care","","","","","","{""status"":""pending"",""approved"":null,""alias"":""quo-vadis-shave-studio-los-angeles"",""slug"":null,""isComplete"":false,""completenessScore"":56,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":"""",""address"":""13677 Foothill Blvd, Ste A, Los Angeles, CA 91342"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67f73dec1d08a04e139a9d51","","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""abeautifullife-jamaican-cafe-los-angeles"",""slug"":null,""isComplete"":false,""completenessScore"":44,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":"""",""address"":""216 S Spring St Los Angeles, CA 90012"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67f73dec1d08a04e139a9db1","","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""chipper-and-cheeky-los-angeles"",""slug"":null,""isComplete"":false,""completenessScore"":44,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":"""",""address"":""Los Angeles, CA 91353"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67f73dec1d08a04e139a9d2a","","remaining","","Hair Salons","Beauty, Grooming and Personal Care","","","","","","{""status"":""pending"",""approved"":null,""alias"":""dc-lux-hair-studio-beverly-hills"",""slug"":null,""isComplete"":false,""completenessScore"":56,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":"""",""address"":""8383 Wilshire Blvd, Ste 75, Beverly Hills, CA 90211"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67f73dec1d08a04e139a9d39","","remaining","","Barbershop","Beauty, Grooming and Personal Care","","","","","","{""status"":""pending"",""approved"":null,""alias"":""the-hive-barber-studio-west-hollywood"",""slug"":null,""isComplete"":false,""completenessScore"":56,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":"""",""address"":""1250 N La Brea Ave, Ste 135, West Hollywood, CA 90038"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67f73dec1d08a04e139a9d64","","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":false,""completenessScore"":22,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":"""",""address"":"""",""city"":"""",""state"":""""}","unchanged","false","status_not_public|missing_alias_or_slug|incomplete_listing"
"67f73dec1d08a04e139a9da6","","remaining","","Services","Services","","","","","","{""status"":""pending"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":false,""completenessScore"":56,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":"""",""address"":""406 N La Cienega Blvd, West Hollywood, CA 90048"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|missing_alias_or_slug|incomplete_listing"
"67c9ead1818d604b84e5a65b","The Court Cafe Los Angeles","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""the-court-cafe-los-angeles"",""slug"":null,""isComplete"":false,""completenessScore"":56,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""The Court Cafe Los Angeles"",""address"":""5496 W Centinela Ave Los Angeles, CA 90044"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67f73dec1d08a04e139a9df6","","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""grams-mission-bbq-riverside"",""slug"":null,""isComplete"":false,""completenessScore"":44,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":"""",""address"":""3527 Main St Riverside, CA 92501"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67f73dec1d08a04e139a9de3","","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""freaky-fruit-pizza-los-angeles"",""slug"":null,""isComplete"":false,""completenessScore"":44,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":"""",""address"":""8301 S Western Los Angeles, CA 90047"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67c9ead1818d604b84e5a65c","","remaining","","Shopping","Shopping","","","","","","{""status"":""pending"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":false,""completenessScore"":22,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":"""",""address"":"""",""city"":"""",""state"":""""}","unchanged","false","status_not_public|missing_alias_or_slug|incomplete_listing"
"67c9ead1818d604b84e5a65d","Plant Provocateur Los Angeles","remaining","","Shopping","Shopping","","","","","","{""status"":""approved"",""approved"":null,""alias"":""plant-provocateur-los-angeles"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Plant Provocateur Los Angeles"",""address"":""3318 Sunset Blvd Los Angeles, CA 90026"",""city"":"""",""state"":""CA""}","unchanged","false","incomplete_listing"
"67f73dec1d08a04e139a9df7","","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""grannys-kitchen-los-angeles"",""slug"":null,""isComplete"":false,""completenessScore"":44,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":"""",""address"":""5440 S Central Ave Los Angeles, CA 90011"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67f73dec1d08a04e139a9c64","the bléu kitchen","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":false,""completenessScore"":56,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""the bléu kitchen"",""address"":""16527 S Harris Ave Compton, CA 90221"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|missing_alias_or_slug|incomplete_listing"
"67c9ead1818d604b84e5a663","The Sammiche Shoppe Inglewood","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""the-sammiche-shoppe-inglewood"",""slug"":null,""isComplete"":false,""completenessScore"":56,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""The Sammiche Shoppe Inglewood"",""address"":""222 East Regent Inglewood, CA 90301"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67c9ead1818d604b84e5a660","The Reverse Orangutan Glendora","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""the-reverse-orangutan-glendora"",""slug"":null,""isComplete"":false,""completenessScore"":44,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""The Reverse Orangutan Glendora"",""address"":""440 E Rte 66 Glendora, CA 91740"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67c9ead1818d604b84e5a661","","remaining","","Shopping","Shopping","","","","","","{""status"":""pending"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":false,""completenessScore"":44,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":"""",""address"":""4501 W Exposition Blvd Los Angeles, CA 90016"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|missing_alias_or_slug|incomplete_listing"
"67f73dec1d08a04e139a9c62","the boujie crab","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""the boujie crab"",""address"":""1002 E South St Long Beach, CA 90805"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|missing_alias_or_slug|incomplete_listing"
"67f73dec1d08a04e139a9e20","","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""keiths-kettle-corn-azusa"",""slug"":null,""isComplete"":false,""completenessScore"":44,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":"""",""address"":""200 W Foothill Blvd Ste 3 Azusa, CA 91702"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67f73dec1d08a04e139a9e21","","remaining","","Services","Services","","","","","","{""status"":""pending"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":false,""completenessScore"":33,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":"""",""address"":"""",""city"":"""",""state"":""""}","unchanged","false","status_not_public|missing_alias_or_slug|incomplete_listing"
"67f73dec1d08a04e139a9c40","sip & sonder","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""sip & sonder"",""address"":""108 S Market St Inglewood, CA 90301"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|missing_alias_or_slug|incomplete_listing"
"67f73dec1d08a04e139a9c83","the serving spoon","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":true,""completenessScore"":78,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""the serving spoon"",""address"":""1403 Centinela Ave Inglewood, CA 90302"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|missing_alias_or_slug"
"67f73dec1d08a04e139a9c6f","the lace lounge","remaining","","Shopping","Shopping","","","","","","{""status"":""pending"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":true,""completenessScore"":78,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""the lace lounge"",""address"":""1080 S La Cienega Blvd Ste 209 Los Angeles, CA 90035"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|missing_alias_or_slug"
"67c9ead1818d604b84e5a668","The Underground Museum Los Angeles","remaining","","Museums, Cultural Institutions, and Shared Spaces","Museums, Cultural Institutions, and Shared Spaces","","","","","","{""status"":""approved"",""approved"":null,""alias"":""the-underground-museum-los-angeles"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""The Underground Museum Los Angeles"",""address"":""3508 W Washington Blvd Los Angeles, CA 90018"",""city"":"""",""state"":""CA""}","unchanged","false","incomplete_listing"
"67c9ead1818d604b84e5a667","Soul Food Shack Gardena","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""soul-food-shack-gardena"",""slug"":null,""isComplete"":false,""completenessScore"":56,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Soul Food Shack Gardena"",""address"":""1762 W El Segundo Blvd Gardena, CA 90249"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67c9ead1818d604b84e5a665","The Serving Spoon Inglewood","remaining","","Restaurants","Restaurants","","","","","","{""status"":""approved"",""approved"":null,""alias"":""the-serving-spoon-inglewood"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""The Serving Spoon Inglewood"",""address"":""1403 Centinela Ave Inglewood, CA 90302"",""city"":"""",""state"":""CA""}","unchanged","false","incomplete_listing"
"67f73dec1d08a04e139a9cac","woody's bbq","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":true,""completenessScore"":78,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""woody's bbq"",""address"":""3446 W Slauson Ave Los Angeles, CA 90043"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|missing_alias_or_slug"
"67c9ead1818d604b84e5a666","The Small Shop Los Angeles 7","remaining","","Shopping","Shopping","","","","","","{""status"":""approved"",""approved"":null,""alias"":""the-small-shop-los-angeles-7"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""The Small Shop Los Angeles 7"",""address"":""215 W 6th St Ste 108 Los Angeles, CA 90014"",""city"":"""",""state"":""CA""}","unchanged","false","incomplete_listing"
"67f73dec1d08a04e139a9d5b","","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""ackee-bamboo-jamaican-cuisine-los-angeles"",""slug"":null,""isComplete"":false,""completenessScore"":56,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":"""",""address"":""4305 Degnan Blvd Ste 100 Los Angeles, CA 90008"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67f73dec1d08a04e139a9d6b","","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""b-and-rs-old-fashion-burgers-hawthorne-2"",""slug"":null,""isComplete"":false,""completenessScore"":56,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":"""",""address"":""3512 W Rosecrans Ave Hawthorne, CA 90250"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
