change_type,file_name,repository_relative_path,relative_directory,absolute_directory_path,absolute_file_path,first_commit_since_2026_08_10,first_commit_date,last_commit_since_2026_08_10,last_commit_date,number_of_commits_touching_file,current_status,old_path,new_path,category
MODIFIED / UPDATED,articles.tsx,src/pages/resources/articles.tsx,src/pages/resources,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/resources,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/resources/articles.tsx,94b0f45957a48e1100445e98ba1c2509e9eda223,2026-08-26T16:26:58-07:00,94b0f45957a48e1100445e98ba1c2509e9eda223,2026-08-26T16:26:58-07:00,1,EXISTS,,,PAGE
MODIFIED / UPDATED,index.tsx,src/pages/resources/index.tsx,src/pages/resources,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/resources,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/resources/index.tsx,94b0f45957a48e1100445e98ba1c2509e9eda223,2026-08-26T16:26:58-07:00,94b0f45957a48e1100445e98ba1c2509e9eda223,2026-08-26T16:26:58-07:00,1,EXISTS,,,PAGE
MODIFIED / UPDATED,start-here.tsx,src/pages/start-here.tsx,src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/start-here.tsx,ceeb5957132d575d7b91458de9eb06d147413839,2026-08-26T08:21:23-07:00,ac8831a69a5d510bb356aab3d0fd0490a135e6d6,2026-08-26T09:18:51-07:00,2,EXISTS,,,PAGE
MODIFIED / UPDATED,storefront.tsx,src/pages/storefront.tsx,src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/storefront.tsx,7322e189ff275330f6050599f91351212cfc7efb,2026-08-11T22:27:28-07:00,7322e189ff275330f6050599f91351212cfc7efb,2026-08-11T22:27:28-07:00,1,EXISTS,,,PAGE
MODIFIED / UPDATED,support.tsx,src/pages/support.tsx,src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/support.tsx,f0110c5aaed1656458704165cfe3115fedada1df,2026-08-27T08:17:39-07:00,f0110c5aaed1656458704165cfe3115fedada1df,2026-08-27T08:17:39-07:00,1,EXISTS,,,PAGE
MODIFIED / UPDATED,help-center.tsx,src/pages/support/help-center.tsx,src/pages/support,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/support,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/support/help-center.tsx,f0110c5aaed1656458704165cfe3115fedada1df,2026-08-27T08:17:39-07:00,f0110c5aaed1656458704165cfe3115fedada1df,2026-08-27T08:17:39-07:00,1,EXISTS,,,PAGE
MODIFIED / UPDATED,marketplace.tsx,src/pages/support/marketplace.tsx,src/pages/support,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/support,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/support/marketplace.tsx,c996a1b4d5b02b3b9dcfa65c245d234462072065,2026-08-12T11:53:52-07:00,c996a1b4d5b02b3b9dcfa65c245d234462072065,2026-08-12T11:53:52-07:00,1,EXISTS,,,PAGE
MODIFIED / UPDATED,new.tsx,src/pages/support/new.tsx,src/pages/support,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/support,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/support/new.tsx,f0110c5aaed1656458704165cfe3115fedada1df,2026-08-27T08:17:39-07:00,f0110c5aaed1656458704165cfe3115fedada1df,2026-08-27T08:17:39-07:00,1,EXISTS,,,PAGE
MODIFIED / UPDATED,releases.tsx,src/pages/support/releases.tsx,src/pages/support,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/support,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/support/releases.tsx,c996a1b4d5b02b3b9dcfa65c245d234462072065,2026-08-12T11:53:52-07:00,f0110c5aaed1656458704165cfe3115fedada1df,2026-08-27T08:17:39-07:00,2,EXISTS,,,PAGE
MODIFIED / UPDATED,status.tsx,src/pages/support/status.tsx,src/pages/support,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/support,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/support/status.tsx,f0110c5aaed1656458704165cfe3115fedada1df,2026-08-27T08:17:39-07:00,f0110c5aaed1656458704165cfe3115fedada1df,2026-08-27T08:17:39-07:00,1,EXISTS,,,PAGE
MODIFIED / UPDATED,tickets.tsx,src/pages/support/tickets.tsx,src/pages/support,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/support,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/support/tickets.tsx,f0110c5aaed1656458704165cfe3115fedada1df,2026-08-27T08:17:39-07:00,f0110c5aaed1656458704165cfe3115fedada1df,2026-08-27T08:17:39-07:00,1,EXISTS,,,PAGE
MODIFIED / UPDATED,globals.css,src/styles/globals.css,src/styles,/Users/blackforge/workspace/bwe/repos/repo_clean/src/styles,/Users/blackforge/workspace/bwe/repos/repo_clean/src/styles/globals.css,a5dfc666af83783ce815d81121f55bb0f674c21b,2026-08-26T07:57:45-07:00,aec329ca6c15a053ede2f256cea686670d13afdc,2026-08-26T11:40:34-07:00,4,EXISTS,,,STYLE
